theta0_ref,alpha,beta,beta_for_prb,beta_sign,kappa,phi,Qx_ref,Qy_ref,theta1,theta2,theta3,Qx_prb,Qy_prb,theta0_prb,success,residual_norm,delta_theta_norm,branch_jump_flag,phi_deg,tip_error_percent,slope_error_percent
1.8698466062610002,2.93074576414917,0.0,0.0,1,0.0,2.356194490192345,0.2071227650573087,0.8349110967625536,1.0841756027627072,0.6169975836670575,0.1614536690267993,0.1685155452525211,0.849634379115263,1.8626268554565641,True,1.861205886335472e-12,0.013704556323253148,False,135.0,4.131939573968606,0.3861146032119109
1.8853915357253783,3.007324578272292,0.0,0.0,1,0.0,2.356194490192345,0.19506672320495688,0.8359257827528307,1.0979515894374083,0.6189542088038203,0.1609603321583468,0.15582116587261288,0.8503182179179801,1.8778661303995756,True,1.808572829623217e-12,0.013922987181389287,False,135.0,4.180138706202618,0.39914284026460356
1.9009364651897565,3.0876115327472244,0.0,0.0,1,0.0,2.356194490192345,0.18289946597969353,0.8368080100986406,1.1119854818319492,0.6207300871074546,0.16038337668180366,0.14301101288443777,0.8508470898019009,1.8930989456212075,True,1.7191503527925113e-12,0.014157568898394406,False,135.0,4.228693000498991,0.4122978180528818
1.9164813946541346,3.171907191217268,0.0,0.0,1,0.0,2.356194490192345,0.1706156221442002,0.8375564646122564,1.1262926144566072,0.6223140470995246,0.1597187263893008,0.1300800243224733,0.8512181762310721,1.9083253879454325,True,1.5830454635491613e-12,0.014409883178130065,False,135.0,4.277589338775376,0.4255719221408876
1.932026324118513,3.2605474033469224,0.0,0.0,1,0.0,2.356194490192345,0.15820914328129324,0.838169717043277,1.1408897446377837,0.6236938707307862,0.1589619631179779,0.11702253237397894,0.851428381240307,1.9235455784865478,True,1.3929896041669424e-12,0.014681716978215605,False,135.0,4.326810712661352,0.438956008316007
1.947571253582891,3.353908901806139,0.0,0.0,1,0.0,2.356194490192345,0.14567320968535036,0.8386462044882057,1.1557952427757798,0.624856153021818,0.1581082839529454,0.10383218333651341,0.8514742900738724,1.938759679750543,True,1.1455555815329817e-12,0.014975097428152603,False,135.0,4.376335528404168,0.45243909901307
1.9631161830472692,3.45241603652408,0.0,0.0,1,0.0,2.356194490192345,0.13300011915040066,0.8389842084063511,1.1710293165497967,0.6257861365434637,0.15715245118784002,0.09050184350447968,0.8513521203317409,1.9539679042811002,True,8.220978343990602e-13,0.015292334333827852,False,135.0,4.426136778581158,0.4660080154791681
1.9786611125116473,3.5565489323289237,0.0,0.0,1,0.0,2.356194490192345,0.12018115473191684,0.8391818284628114,1.1866142767581496,0.6264675150010548,0.15608873346971833,0.07702348783323565,0.8510576639165175,1.9691705252289227,True,4.174367743599266e-13,0.01563607229077231,False,135.0,4.4761810506960344,0.479646930073722
1.9942060419760255,3.66685344314946,0.0,0.0,1,0.0,2.356194490192345,0.10720642645492942,0.8392369512007972,1.2025748546270543,0.6268821985796215,0.15491083613171389,0.06338806735540767,0.8505862175976211,1.9843678893383896,True,7.999285942290025e-14,0.016009355093775057,False,135.0,4.526427335018996,0.4933368182902212
2.0097509714404036,3.783953394439743,0.0,0.0,1,0.0,2.356194490192345,0.09406468046785857,0.8391472122526394,1.2189385832774362,0.6270100315587229,0.15361181815634845,0.049585350166551787,0.8499324993727527,1.9995604329925076,True,6.76762961177039e-13,0.016415706025456202,False,135.0,4.576825583650779,0.5070547840358716
