theta0,kappa,phi,alpha,beta,Qx,Qy,theta1,theta2,theta3,tau1,tau2,tau3,k1_point,k2_point,k3_point,reconstruction_error,branch_used,ik_success
0.5439638433995955,0.0,1.5707963267948966,0.6091871216758187,0.0,0.9217075592882211,0.35310820663798276,0.2687962600028102,0.2050603940511609,0.07010718934562438,1.0011473258041073,0.590028934316926,0.15637784568239346,3.7245582427137953,2.8773422437183003,2.230553629977373,1.1102230246251565e-16,plus,True
0.554237644250568,0.0,1.5707963267948966,0.6235054992711023,0.0,0.918744112261451,0.3594141682493127,0.27409414323925113,0.20878843119527313,0.07135506981604373,1.020982912981703,0.60082154292366,0.15905037536020655,3.7249351661283328,2.877657250854722,2.2289989452780987,0.0,plus,True
0.5645114451015404,0.0,1.5707963267948966,0.638005752347249,0.0,0.9157266677599749,0.3657003234991078,0.27940596241114035,0.21250714958870276,0.07259833310169728,1.0408766127478344,0.6115921428682364,0.161705763203809,3.7253199744399335,2.877983842199866,2.227403251494606,1.1102230246251565e-16,plus,True
0.5747852459525129,0.0,1.5707963267948966,0.6526938056053543,0.0,0.9126552813453425,0.3719663614547747,0.2847321353194145,0.21621625112755496,0.07383685950554345,1.060830136453163,0.6223400918249,0.16434355003547474,3.7257127133300787,2.8783224599419945,2.225765710188911,1.1102230246251565e-16,plus,True
0.5850590468034853,0.0,1.5707963267948966,0.667575773237753,0.0,0.9095300069434921,0.37821197466612244,0.29007309124137387,0.21991542849235232,0.07507052706975911,1.0808452406889306,0.6330647314984286,0.16696326681276683,3.7261134290789633,2.878673569373709,2.22408544777655,1.1102230246251565e-16,plus,True
0.5953328476544578,0.0,1.5707963267948966,0.68265796805027,0.0,0.9063508966460072,0.38443685927329274,0.2954292714469555,0.22360436471323797,0.07629921149426433,1.1009237292797531,0.6437653870108344,0.16956443421897904,3.7265221685300216,2.8790376602730143,2.222361553916265,1.1102230246251565e-16,plus,True
0.6056066485054302,0.0,1.5707963267948966,0.69794691108005,0.0,0.9031180005017364,0.39064071511775267,0.3008011297402963,0.2272827327115953,0.0775227860535386,1.121067455365946,0.6544413662587613,0.17214656223323105,3.7269389790319134,2.8794152483602797,2.2205930797474642,1.1102230246251565e-16,plus,True
0.6158804493564027,0.0,1.5707963267948966,0.7134493417530601,0.0,0.8998313662976295,0.3968232458579059,0.3061891330301719,0.2309501948165501,0.07874112150968071,1.141278323596989,0.665091959249435,0.17470914968158713,3.7273639083870664,2.8798068768798193,2.2187790360606914,5.551115123125783e-17,plus,True
0.6261542502073751,0.0,1.5707963267948966,0.7291722286133269,0.0,0.8964910393284168,0.4029841590889458,0.3115937619301449,0.2346064022547888,0.07995408602244147,1.1615582924352934,0.6757164374096097,0.17725168376677722,3.7277970047927314,2.880213118292329,2.2169183913505845,1.2412670766236366e-16,plus,True
0.6364280510583477,0.0,1.5707963267948966,0.7451227806615882,0.0,0.8930970621545795,0.4091231664669842,0.31701551139011175,0.23825099461167276,0.08116154505656314,1.1819093765743136,0.6863140528645372,0.1797736395747315,3.728238316767674,2.88063457608295,2.2150100697250594,0.0,plus,True
0.6467018519093201,0.0,1.5707963267948966,0.7613084593522689,0.0,0.8896494743475305,0.4152399838385113,0.32245489136241123,0.24188359926179634,0.08236336128511249,1.2023336494876946,0.6968840376908995,0.18227447955800605,3.7286878930807603,2.881071886716244,2.2130529487138952,5.551115123125783e-17,plus,True
0.6569756527602926,0.0,1.5707963267948966,0.777736991289703,0.0,0.8861483122215407,0.42133433137482207,0.3279124275038361,0.24550383076668977,0.08355939448976671,1.222833246109318,0.7074256031375538,0.18475365299326463,3.729145782664833,2.8815257217303594,2.211045856919067,1.1102230246251565e-16,plus,True
0.667249453611265,0.0,1.5707963267948966,0.7944163816769314,0.0,0.8825936085513798,0.4274059337121423,0.3333886619165013,0.2491112902375,0.08474950145726368,1.24341036565776,0.7179379388153977,0.18721059541198348,3.729612034524371,2.8819967899926313,2.2089875715243883,1.1102230246251565e-16,plus,True
0.6775232544622375,0.0,1.5707963267948966,0.8113549285693773,0.0,0.8789853922748894,0.43345452009758323,0.3388841539299492,0.25270556465994604,0.08593353587234226,1.2640672746115624,0.7284202118531451,0.1896447280021684,3.730086697629592,2.88248584012523,2.2068768156345073,1.2412670766236366e-16,plus,True
0.68779705531321,0.0,1.5707963267948966,0.828561237995649,0.0,0.8753236881792966,0.43947982454172474,0.3443994809278698,0.25628622617900115,0.08711134820633903,1.2848063098503812,0.7388715660202674,0.19205545698002627,3.7305698208048925,2.8829936631249478,2.2047122554584746,0.0,plus,True
